dt,PM1 (ug/m3),PM2.5(ug/m3),PM10(ug/m3),PM1 (ug/m3) atmos env,PM2.5(ug/m3) atmos env,PM10(ug/m3) atmos env,0.3um in 0.1L air,0.5um in 0.1L air,1.0um in 0.1L air,2.5um in 0.1L air,5um in 0.1L air,10um in 0.1L air
13/12/2021 11:26:44,43,73,88,31,51,68,7632,2213,462,70,22,10
13/12/2021 11:26:49,43,73,88,31,51,68,7632,2213,462,70,22,10
13/12/2021 11:26:54,43,71,85,31,50,67,7506,2184,456,64,22,10
13/12/2021 11:26:59,43,70,84,31,50,66,7479,2169,460,62,22,8
13/12/2021 11:27:04,42,69,86,31,49,67,7335,2125,455,64,26,10
13/12/2021 11:27:09,41,67,84,31,48,66,7152,2064,455,60,26,10
13/12/2021 11:27:14,40,64,81,30,47,65,6912,1984,419,62,26,10
13/12/2021 11:27:19,38,62,77,29,46,63,6729,1910,417,62,22,6
13/12/2021 11:27:24,39,63,77,30,47,63,6843,1938,415,60,22,6
13/12/2021 11:27:29,38,61,74,29,46,62,6798,1915,405,56,20,4
13/12/2021 11:27:34,38,62,73,29,46,61,6696,1885,410,60,18,2
13/12/2021 11:27:39,38,60,72,29,46,61,6621,1875,395,56,18,4
13/12/2021 11:27:44,39,62,75,30,46,62,6759,1917,403,60,18,4
13/12/2021 11:27:49,39,64,75,30,47,62,6735,1927,403,62,16,4
13/12/2021 11:27:54,40,63,71,30,47,60,6708,1929,401,56,12,2
13/12/2021 11:27:59,39,63,72,30,47,61,6645,1922,384,62,12,2
13/12/2021 11:28:04,38,62,70,29,46,60,6468,1874,386,56,12,2
13/12/2021 11:28:09,39,61,68,30,46,58,6621,1927,375,48,10,2
13/12/2021 11:28:14,38,61,69,29,46,59,6588,1922,377,48,12,2
13/12/2021 11:28:19,38,61,69,29,46,59,6588,1922,377,48,12,2
13/12/2021 11:28:24,39,63,72,30,47,61,6666,1939,389,52,14,4
13/12/2021 11:28:29,39,63,72,30,47,61,6666,1939,389,52,14,4
13/12/2021 11:28:34,39,63,72,30,47,61,6666,1939,389,52,14,4
13/12/2021 11:28:39,39,63,72,30,47,61,6735,1973,389,48,14,4
13/12/2021 11:28:44,39,63,72,30,47,61,6735,1973,389,48,14,4
13/12/2021 11:28:49,39,63,72,30,47,61,6735,1973,389,48,14,4
13/12/2021 11:28:54,39,64,72,30,47,61,6735,1970,399,50,12,2
13/12/2021 11:28:59,39,64,72,30,47,61,6735,1970,399,50,12,2
13/12/2021 11:29:04,39,64,72,30,47,61,6735,1970,399,50,12,2
13/12/2021 11:29:09,38,63,73,29,47,61,6723,1955,389,52,16,6
13/12/2021 11:29:14,38,63,73,29,47,61,6723,1955,389,52,16,6
13/12/2021 11:29:19,38,63,73,29,47,61,6723,1955,389,52,16,6
13/12/2021 11:29:24,38,62,72,29,46,61,6696,1949,396,50,16,6
13/12/2021 11:29:29,38,62,72,29,46,61,6696,1949,396,50,16,6
13/12/2021 11:29:34,38,62,72,29,46,61,6696,1949,396,50,16,6
13/12/2021 11:29:39,38,64,73,29,47,61,6690,1951,405,54,14,6
13/12/2021 11:29:44,38,64,73,29,47,61,6690,1951,405,54,14,6
13/12/2021 11:29:49,38,64,73,29,47,61,6690,1951,405,54,14,6
13/12/2021 11:29:54,38,63,71,29,47,60,6771,1953,403,46,12,6
13/12/2021 11:29:59,38,63,71,29,47,60,6771,1953,403,46,12,6
13/12/2021 11:30:04,38,63,71,29,47,60,6771,1953,403,46,12,6
13/12/2021 11:30:09,39,64,72,30,47,61,6885,1991,399,48,12,6
13/12/2021 11:30:14,39,64,72,30,47,61,6885,1991,399,48,12,6
13/12/2021 11:30:19,39,64,72,30,47,61,6885,1991,399,48,12,6
13/12/2021 11:30:24,38,64,72,29,47,61,6777,1951,399,50,12,6
13/12/2021 11:30:29,38,64,72,29,47,61,6777,1951,399,50,12,6
13/12/2021 11:30:34,38,64,72,29,47,61,6777,1951,399,50,12,6
13/12/2021 11:30:39,38,62,70,29,46,60,6633,1920,380,48,12,8
13/12/2021 11:30:44,38,62,70,29,46,60,6633,1920,380,48,12,8
13/12/2021 11:30:49,38,62,70,29,46,60,6633,1920,380,48,12,8
13/12/2021 11:30:54,39,60,70,30,46,60,6726,1941,370,46,14,8
13/12/2021 11:30:59,39,60,70,30,46,60,6726,1941,370,46,14,8
13/12/2021 11:31:05,39,60,70,30,46,60,6726,1941,370,46,14,8
13/12/2021 11:31:10,38,59,72,29,45,61,6624,1886,380,50,18,12
13/12/2021 11:31:15,38,59,72,29,45,61,6624,1886,380,50,18,12
13/12/2021 11:31:20,38,59,72,29,45,61,6624,1886,380,50,18,12
13/12/2021 11:31:25,39,60,76,30,46,62,6801,1924,383,56,24,12
13/12/2021 11:31:30,39,60,76,30,46,62,6801,1924,383,56,24,12
13/12/2021 11:31:35,39,60,76,30,46,62,6801,1924,383,56,24,12
13/12/2021 11:31:40,39,60,74,30,46,62,6783,1924,385,54,22,8
13/12/2021 11:31:45,39,60,74,30,46,62,6783,1924,385,54,22,8
13/12/2021 11:31:50,39,60,74,30,46,62,6783,1924,385,54,22,8
13/12/2021 11:31:55,40,60,75,30,46,62,6930,1962,378,56,22,8
13/12/2021 11:32:00,39,59,75,30,45,62,6957,1956,371,56,24,10
13/12/2021 11:32:05,40,59,77,30,45,63,7002,1988,378,58,26,10
13/12/2021 11:32:10,41,60,78,31,46,63,7053,1994,385,60,26,12
13/12/2021 11:32:15,41,61,79,31,46,64,7089,2025,381,66,26,12
13/12/2021 11:32:20,42,63,81,31,47,65,7374,2097,400,66,26,10
13/12/2021 11:32:25,42,62,80,31,46,64,7218,2055,385,66,26,12
13/12/2021 11:32:30,43,64,79,31,47,64,7308,2112,381,64,22,8
13/12/2021 11:32:35,41,63,74,31,47,62,7098,2049,366,58,16,8
13/12/2021 11:32:40,41,64,76,31,47,62,7185,2070,385,62,16,10
13/12/2021 11:32:45,41,65,77,31,48,63,7209,2070,392,66,16,10
13/12/2021 11:32:50,42,68,79,31,49,64,7290,2101,401,70,16,8
13/12/2021 11:32:55,40,67,78,30,48,63,7131,2031,390,72,16,8
13/12/2021 11:33:00,39,67,77,30,48,63,7116,2016,390,74,14,6
13/12/2021 11:33:05,39,67,77,30,48,63,7116,2016,390,74,14,6
13/12/2021 11:33:10,39,66,80,30,48,64,7218,2025,409,70,20,10
13/12/2021 11:33:15,39,66,80,30,48,64,7218,2025,409,70,20,10
13/12/2021 11:33:20,39,66,80,30,48,64,7218,2025,409,70,20,10
13/12/2021 11:33:25,39,65,79,30,48,64,7086,1997,388,70,20,10
13/12/2021 11:33:30,39,65,79,30,48,64,7086,1997,388,70,20,10
13/12/2021 11:33:35,39,65,79,30,48,64,7086,1997,388,70,20,10
13/12/2021 11:33:40,40,67,78,30,48,63,7161,2018,399,72,16,6
13/12/2021 11:33:45,40,67,78,30,48,63,7161,2018,399,72,16,6
13/12/2021 11:33:50,40,67,78,30,48,63,7161,2018,399,72,16,6
13/12/2021 11:33:55,40,66,76,30,48,62,7128,1997,397,70,14,6
13/12/2021 11:34:00,40,66,76,30,48,62,7128,1997,397,70,14,6
13/12/2021 11:34:05,40,66,76,30,48,62,7128,1997,397,70,14,6
13/12/2021 11:34:10,41,67,78,31,48,63,7212,2029,405,72,16,6
13/12/2021 11:34:15,41,67,78,31,48,63,7212,2029,405,72,16,6
13/12/2021 11:34:20,41,67,78,31,48,63,7212,2029,405,72,16,6
13/12/2021 11:34:25,42,66,77,31,48,63,7245,2050,401,66,16,4
13/12/2021 11:34:30,42,66,77,31,48,63,7245,2050,401,66,16,4
13/12/2021 11:34:35,42,66,77,31,48,63,7245,2050,401,66,16,4
13/12/2021 11:34:40,42,65,77,31,48,63,7245,2054,401,62,18,4
13/12/2021 11:34:45,42,65,77,31,48,63,7245,2054,401,62,18,4
13/12/2021 11:34:50,42,65,77,31,48,63,7245,2054,401,62,18,4
13/12/2021 11:34:55,44,66,77,32,48,63,7524,2145,399,56,16,4
13/12/2021 11:35:00,44,66,77,32,48,63,7524,2145,399,56,16,4
13/12/2021 11:35:05,44,66,77,32,48,63,7524,2145,399,56,16,4
13/12/2021 11:35:10,45,67,78,32,48,63,7653,2188,418,54,16,4
13/12/2021 11:35:15,46,67,78,33,48,63,7659,2211,411,52,18,6
13/12/2021 11:35:20,46,68,77,33,49,63,7635,2213,420,52,14,4
13/12/2021 11:35:25,47,69,77,33,49,63,7734,2238,428,52,14,4
13/12/2021 11:35:30,46,69,79,33,49,64,7695,2229,434,52,16,6
13/12/2021 11:35:35,46,69,80,33,49,64,7773,2235,434,54,18,6
13/12/2021 11:35:40,45,69,80,32,49,64,7704,2224,447,54,16,6
13/12/2021 11:35:45,46,70,80,33,50,64,7710,2233,436,58,14,6
13/12/2021 11:35:50,45,69,82,32,49,65,7584,2187,434,66,18,8
13/12/2021 11:35:55,44,67,79,32,48,64,7275,2086,423,64,18,8
13/12/2021 11:36:00,44,69,82,32,49,65,7356,2115,438,70,18,8
13/12/2021 11:36:05,44,70,82,32,50,65,7377,2115,440,70,18,8
13/12/2021 11:36:10,43,69,80,31,49,64,7308,2090,416,70,16,6
13/12/2021 11:36:15,43,69,80,31,49,64,7308,2090,416,70,16,6
13/12/2021 11:36:20,43,69,80,31,49,64,7308,2090,416,70,16,6
13/12/2021 11:36:25,44,69,82,32,49,65,7323,2101,429,74,18,6
13/12/2021 11:36:30,44,69,82,32,49,65,7323,2101,429,74,18,6
13/12/2021 11:36:35,44,69,82,32,49,65,7323,2101,429,74,18,6
13/12/2021 11:36:40,44,69,85,32,49,67,7272,2099,425,76,24,10
13/12/2021 11:36:45,44,69,85,32,49,67,7272,2099,425,76,24,10
13/12/2021 11:36:50,44,69,85,32,49,67,7272,2099,425,76,24,10
13/12/2021 11:36:55,44,68,86,32,49,67,7227,2095,416,78,26,10
13/12/2021 11:37:00,44,68,86,32,49,67,7227,2095,416,78,26,10
13/12/2021 11:37:05,44,68,86,32,49,67,7227,2095,416,78,26,10
13/12/2021 11:37:10,43,68,85,31,49,67,7251,2099,403,76,28,10
13/12/2021 11:37:15,43,68,85,31,49,67,7251,2099,403,76,28,10
13/12/2021 11:37:20,43,68,85,31,49,67,7251,2099,403,76,28,10
13/12/2021 11:37:25,42,68,86,31,49,67,7143,2063,409,78,28,10
13/12/2021 11:37:30,41,68,82,31,49,65,7062,2042,413,72,22,8
13/12/2021 11:37:35,41,67,83,31,48,66,7053,2044,405,78,24,8
13/12/2021 11:37:40,41,66,80,31,48,64,7059,2034,384,72,22,8
13/12/2021 11:37:45,41,66,79,31,48,64,7038,2015,397,70,20,6
13/12/2021 11:37:50,41,67,81,31,48,65,7170,2046,406,72,22,6
13/12/2021 11:37:55,40,66,81,30,48,65,7056,1997,398,74,22,6
13/12/2021 11:38:00,40,67,77,30,48,63,7077,1989,396,70,16,2
13/12/2021 11:38:05,40,67,75,30,48,62,7059,1995,403,64,12,2
13/12/2021 11:38:10,41,69,75,31,49,62,7155,2021,412,66,10,2
13/12/2021 11:38:15,41,69,77,31,49,63,7188,2036,417,72,12,2
13/12/2021 11:38:20,43,70,79,31,50,64,7326,2086,404,72,14,4
13/12/2021 11:38:25,43,74,81,31,51,65,7359,2101,431,80,12,4
13/12/2021 11:38:30,43,72,81,31,50,65,7329,2096,416,82,14,4
13/12/2021 11:38:35,43,71,81,31,50,65,7368,2113,403,80,14,4
13/12/2021 11:38:40,43,70,80,31,50,64,7329,2103,401,76,14,6
13/12/2021 11:38:45,43,70,80,31,50,64,7329,2103,401,76,14,6
13/12/2021 11:38:50,43,70,80,31,50,64,7329,2103,401,76,14,6
13/12/2021 11:38:55,42,70,80,31,50,64,7314,2093,405,76,12,6
13/12/2021 11:39:00,42,70,80,31,50,64,7314,2093,405,76,12,6
13/12/2021 11:39:05,42,70,80,31,50,64,7314,2093,405,76,12,6
13/12/2021 11:39:10,42,70,79,31,50,64,7332,2078,407,78,12,4
13/12/2021 11:39:15,42,70,79,31,50,64,7332,2078,407,78,12,4
13/12/2021 11:39:20,42,70,79,31,50,64,7332,2078,407,78,12,4
13/12/2021 11:39:25,43,70,83,31,50,66,7446,2104,417,84,18,4
13/12/2021 11:39:30,43,70,83,31,50,66,7446,2104,417,84,18,4
13/12/2021 11:39:35,43,70,83,31,50,66,7446,2104,417,84,18,4
13/12/2021 11:39:40,42,69,82,31,49,65,7344,2081,419,82,18,4
13/12/2021 11:39:45,42,69,82,31,49,65,7344,2081,419,82,18,4
13/12/2021 11:39:50,42,69,82,31,49,65,7344,2081,419,82,18,4
13/12/2021 11:39:55,41,66,80,31,48,64,7266,2049,412,72,20,4
13/12/2021 11:40:00,41,66,80,31,48,64,7266,2049,412,72,20,4
13/12/2021 11:40:05,41,66,80,31,48,64,7266,2049,412,72,20,4
13/12/2021 11:40:10,41,65,79,31,48,64,7287,2045,421,68,20,2
13/12/2021 11:40:15,41,65,79,31,48,64,7287,2045,421,68,20,2
13/12/2021 11:40:20,41,65,79,31,48,64,7287,2045,421,68,20,2
13/12/2021 11:40:25,41,64,77,31,47,63,7326,2057,409,54,20,2
13/12/2021 11:40:30,41,64,77,31,47,63,7326,2057,409,54,20,2
13/12/2021 11:40:35,41,64,77,31,47,63,7326,2057,409,54,20,2
13/12/2021 11:40:40,40,62,74,30,46,62,7134,1994,409,48,18,2
13/12/2021 11:40:45,40,63,76,30,47,62,7122,1994,411,56,20,2
13/12/2021 11:40:50,39,63,76,30,47,62,6915,1956,419,60,20,0
13/12/2021 11:40:55,40,65,78,30,48,63,7017,2002,436,62,22,0
13/12/2021 11:41:00,40,66,79,30,48,64,7011,2036,434,62,22,0
13/12/2021 11:41:05,40,66,75,30,48,62,6876,2006,407,58,16,0
13/12/2021 11:41:10,40,66,77,30,48,63,6843,1997,403,64,18,2
13/12/2021 11:41:15,41,67,76,31,48,62,6933,2026,408,64,16,2
13/12/2021 11:41:20,40,67,75,30,48,62,6741,1988,422,62,14,2
13/12/2021 11:41:25,39,66,76,30,48,62,6726,1965,426,70,16,2
13/12/2021 11:41:30,41,70,80,31,50,64,7011,2073,455,74,16,2
13/12/2021 11:41:35,41,69,83,31,49,66,6954,2056,464,78,24,4
13/12/2021 11:41:40,42,71,85,31,50,67,7143,2102,473,80,24,4
13/12/2021 11:41:45,42,69,81,31,49,65,7056,2081,450,70,20,4
13/12/2021 11:41:50,42,69,81,31,49,65,7056,2081,450,70,20,4
13/12/2021 11:41:55,42,68,82,31,49,65,7062,2062,445,66,22,6
13/12/2021 11:42:00,42,68,82,31,49,65,7062,2062,445,66,22,6
13/12/2021 11:42:05,42,68,82,31,49,65,7062,2062,445,66,22,6
13/12/2021 11:42:10,41,67,82,31,48,65,7083,2045,458,66,24,6
13/12/2021 11:42:15,41,67,82,31,48,65,7083,2045,458,66,24,6
13/12/2021 11:42:20,41,67,82,31,48,65,7083,2045,458,66,24,6
13/12/2021 11:42:25,42,68,81,31,49,65,7167,2066,458,66,22,4
13/12/2021 11:42:30,42,68,81,31,49,65,7167,2066,458,66,22,4
13/12/2021 11:42:35,42,68,81,31,49,65,7167,2066,458,66,22,4
13/12/2021 11:42:40,42,69,82,31,49,65,7206,2062,470,66,22,6
13/12/2021 11:42:45,42,69,82,31,49,65,7206,2062,470,66,22,6
13/12/2021 11:42:50,42,69,82,31,49,65,7206,2062,470,66,22,6
13/12/2021 11:42:55,42,69,84,31,49,66,7341,2083,473,66,24,6
13/12/2021 11:43:00,42,69,84,31,49,66,7341,2083,473,66,24,6
13/12/2021 11:43:05,42,69,84,31,49,66,7341,2083,473,66,24,6
13/12/2021 11:43:10,43,69,87,31,49,67,7362,2108,477,72,30,8
13/12/2021 11:43:15,43,69,87,31,49,67,7362,2108,477,72,30,8
13/12/2021 11:43:20,43,69,87,31,49,67,7362,2108,477,72,30,8
13/12/2021 11:43:25,42,67,86,31,48,67,7191,2051,467,74,30,8
13/12/2021 11:43:30,42,67,86,31,48,67,7191,2051,467,74,30,8
13/12/2021 11:43:35,42,67,86,31,48,67,7191,2051,467,74,30,8
13/12/2021 11:43:40,42,68,81,31,49,65,7287,2075,465,60,20,6
13/12/2021 11:43:45,42,68,81,31,49,65,7287,2075,465,60,20,6
13/12/2021 11:43:50,42,68,81,31,49,65,7287,2075,465,60,20,6
13/12/2021 11:43:55,42,66,81,31,48,65,7317,2084,465,58,24,6
13/12/2021 11:44:00,42,66,81,31,48,65,7317,2084,465,58,24,6
13/12/2021 11:44:05,42,66,81,31,48,65,7317,2084,465,58,24,6
13/12/2021 11:44:10,42,66,82,31,48,65,7323,2078,471,60,26,6
13/12/2021 11:44:15,42,66,82,31,48,65,7323,2078,471,60,26,6
13/12/2021 11:44:20,42,66,82,31,48,65,7323,2078,471,60,26,6
13/12/2021 11:44:25,43,68,83,31,49,66,7476,2131,486,64,24,6
13/12/2021 11:44:30,43,68,83,31,49,66,7476,2131,486,64,24,6
13/12/2021 11:44:35,43,68,83,31,49,66,7476,2131,486,64,24,6
13/12/2021 11:44:40,44,68,83,32,49,66,7671,2182,477,60,22,6
13/12/2021 11:44:45,44,68,83,32,49,66,7671,2182,477,60,22,6
13/12/2021 11:44:50,44,68,83,32,49,66,7671,2182,477,60,22,6
13/12/2021 11:44:55,43,69,83,31,49,66,7638,2172,483,60,22,6
13/12/2021 11:45:00,43,69,83,31,49,66,7638,2172,483,60,22,6
13/12/2021 11:45:05,43,69,83,31,49,66,7638,2172,483,60,22,6
13/12/2021 11:45:10,44,71,88,32,50,68,7758,2217,487,70,26,8
13/12/2021 11:45:15,44,71,88,32,50,68,7758,2217,487,70,26,8
13/12/2021 11:45:20,44,71,88,32,50,68,7758,2217,487,70,26,8
13/12/2021 11:45:25,44,69,87,32,49,67,7749,2219,449,70,26,10
13/12/2021 11:45:30,45,73,85,32,51,67,7857,2255,481,66,18,8
13/12/2021 11:45:35,47,75,87,33,51,67,8067,2320,496,64,18,8
13/12/2021 11:45:40,45,74,87,32,50,67,7989,2294,487,72,20,8
13/12/2021 11:45:45,46,75,85,32,51,66,7959,2294,468,72,16,8
13/12/2021 11:45:50,46,75,84,32,51,66,7920,2294,455,72,14,8
13/12/2021 11:45:55,46,75,84,32,51,66,7905,2292,451,72,14,6
13/12/2021 11:46:00,46,77,88,33,52,68,7917,2311,464,78,16,8
13/12/2021 11:46:05,48,77,88,33,52,68,8121,2359,474,72,16,8
13/12/2021 11:46:11,47,75,83,33,51,66,7935,2316,466,62,12,6
13/12/2021 11:46:16,47,77,84,33,52,66,7905,2310,497,68,12,4
13/12/2021 11:46:21,46,75,85,33,51,67,7815,2277,476,72,16,4
13/12/2021 11:46:26,44,73,83,32,51,66,7632,2210,455,74,16,4
13/12/2021 11:46:31,45,73,83,32,51,66,7722,2242,464,72,16,6
13/12/2021 11:46:36,45,73,83,32,51,66,7722,2242,464,72,16,6
13/12/2021 11:46:41,45,74,85,32,51,67,7683,2233,468,76,18,6
13/12/2021 11:46:46,45,74,85,32,51,67,7683,2233,468,76,18,6
13/12/2021 11:46:51,45,74,85,32,51,67,7683,2233,468,76,18,6
13/12/2021 11:46:56,45,77,89,32,52,68,7905,2294,496,78,20,6
13/12/2021 11:47:01,45,77,89,32,52,68,7905,2294,496,78,20,6
13/12/2021 11:47:06,45,77,89,32,52,68,7905,2294,496,78,20,6
13/12/2021 11:47:11,45,76,88,32,52,68,7842,2277,492,74,20,6
13/12/2021 11:47:16,44,75,91,32,51,69,7722,2252,513,76,24,8
13/12/2021 11:47:21,43,74,90,31,51,69,7488,2195,499,78,24,8
13/12/2021 11:47:26,43,74,88,31,51,68,7521,2183,488,76,22,6
13/12/2021 11:47:31,43,73,88,31,51,68,7362,2141,480,78,24,6
13/12/2021 11:47:36,42,72,85,31,50,67,7332,2134,480,66,20,6
13/12/2021 11:47:41,43,71,87,31,50,67,7419,2153,471,68,24,8
13/12/2021 11:47:46,42,70,84,31,50,66,7311,2121,458,66,22,6
13/12/2021 11:47:51,42,71,85,31,50,67,7395,2142,464,66,22,10
13/12/2021 11:47:56,41,68,86,31,49,67,7104,2062,447,72,26,14
13/12/2021 11:48:01,40,67,83,30,48,66,7017,2024,430,72,24,14
13/12/2021 11:48:06,41,68,80,31,49,64,7050,2038,436,70,18,10
13/12/2021 11:48:11,41,67,81,31,48,65,7125,2055,429,68,20,12
13/12/2021 11:48:16,41,66,81,31,48,65,7029,2036,425,74,22,12
13/12/2021 11:48:21,41,66,81,31,48,65,7029,2036,425,74,22,12
13/12/2021 11:48:26,41,66,82,30,47,65,7227,2101,425,70,24,12
13/12/2021 11:48:31,41,66,82,30,47,65,7227,2101,425,70,24,12
13/12/2021 11:48:36,41,66,82,30,47,65,7227,2101,425,70,24,12
13/12/2021 11:48:41,41,64,80,30,47,64,7245,2084,410,66,24,12
13/12/2021 11:48:46,42,65,81,31,48,65,7245,2084,410,66,24,12
13/12/2021 11:48:51,42,65,81,31,48,65,7245,2084,410,66,24,12
13/12/2021 11:48:56,42,65,80,31,48,64,7239,2088,423,64,22,10
13/12/2021 11:49:01,41,64,79,30,47,63,7239,2088,423,64,22,10
13/12/2021 11:49:06,41,64,79,30,47,63,7239,2088,423,64,22,10
13/12/2021 11:49:11,41,64,79,30,47,63,7269,2084,423,64,22,10
13/12/2021 11:49:16,41,64,79,30,47,63,7269,2084,423,64,22,10
13/12/2021 11:49:21,42,65,80,31,48,64,7269,2084,423,64,22,10
13/12/2021 11:49:26,43,65,77,31,48,63,7275,2072,432,56,18,6
13/12/2021 11:49:31,43,64,72,31,47,61,7383,2089,402,50,14,2
13/12/2021 11:49:36,43,67,75,31,48,62,7383,2091,419,60,14,2
13/12/2021 11:49:41,43,65,73,31,48,61,7389,2087,407,54,14,2
13/12/2021 11:49:46,43,65,72,31,48,61,7326,2074,401,54,12,0
13/12/2021 11:49:51,44,67,73,31,48,61,7605,2171,414,52,10,0
13/12/2021 11:49:56,44,67,70,31,48,59,7572,2152,397,52,6,0
13/12/2021 11:50:01,44,69,74,31,49,61,7611,2167,403,62,8,2
13/12/2021 11:50:06,45,70,75,32,49,61,7662,2175,394,66,8,2
13/12/2021 11:50:11,47,74,79,33,51,64,7854,2249,413,68,8,2
13/12/2021 11:50:16,47,75,79,33,51,64,7866,2257,410,72,8,2
13/12/2021 11:50:21,47,77,82,33,52,65,7890,2263,431,80,8,2
13/12/2021 11:50:26,47,77,82,33,52,65,8016,2299,437,74,8,2
13/12/2021 11:50:31,47,77,82,33,52,65,8016,2299,437,74,8,2
13/12/2021 11:50:36,47,77,82,33,52,65,8016,2299,437,74,8,2
13/12/2021 11:50:41,47,76,81,32,51,64,8103,2320,428,80,8,2
13/12/2021 11:50:46,47,76,81,32,51,64,8103,2320,428,80,8,2
13/12/2021 11:50:51,47,76,81,32,51,64,8103,2320,428,80,8,2
13/12/2021 11:50:56,47,77,84,32,52,65,8142,2333,445,82,10,4
13/12/2021 11:51:01,46,79,87,33,53,68,7896,2263,462,84,12,6
13/12/2021 11:51:06,46,82,90,33,54,69,7908,2280,502,90,12,6
13/12/2021 11:51:11,46,82,91,33,54,70,7881,2291,496,92,12,6
13/12/2021 11:51:16,46,83,94,33,55,70,7875,2317,513,100,16,8
13/12/2021 11:51:21,46,82,94,33,54,70,7911,2338,511,100,18,8
13/12/2021 11:51:26,46,80,93,33,53,70,7797,2315,497,94,18,8
13/12/2021 11:51:31,46,79,89,32,52,68,7785,2315,506,84,16,8
13/12/2021 11:51:36,46,77,91,32,51,69,7683,2300,508,84,20,10
13/12/2021 11:51:41,44,75,91,31,51,69,7482,2245,495,86,24,10
13/12/2021 11:51:46,44,75,91,31,51,69,7557,2268,486,88,24,8
13/12/2021 11:51:51,45,75,89,32,51,68,7575,2262,463,84,22,6
13/12/2021 11:51:56,44,74,88,32,51,68,7494,2226,442,80,22,8
13/12/2021 11:52:01,44,74,88,32,51,68,7494,2226,442,80,22,8
13/12/2021 11:52:06,44,74,88,32,51,68,7494,2226,442,80,22,8
13/12/2021 11:52:11,44,71,86,32,50,67,7482,2209,446,72,24,8
13/12/2021 11:52:16,44,71,86,32,50,67,7482,2209,446,72,24,8
13/12/2021 11:52:21,44,71,86,32,50,67,7482,2209,446,72,24,8
13/12/2021 11:52:26,45,70,85,32,50,67,7635,2240,442,62,24,8
13/12/2021 11:52:31,44,71,85,32,50,67,7458,2181,446,68,22,8
13/12/2021 11:52:36,43,71,85,31,50,67,7434,2164,444,74,22,8
13/12/2021 11:52:41,42,70,86,31,50,67,7407,2149,433,76,24,10
13/12/2021 11:52:46,42,70,83,31,50,66,7395,2132,429,74,20,8
13/12/2021 11:52:51,42,70,81,31,50,65,7401,2124,429,70,16,8
13/12/2021 11:52:56,41,70,83,31,50,66,7281,2080,448,74,20,8
13/12/2021 11:53:01,42,71,85,31,50,67,7446,2137,450,74,20,8
13/12/2021 11:53:06,42,70,84,31,50,66,7425,2131,446,72,20,8
13/12/2021 11:53:11,42,72,84,31,50,66,7341,2105,438,82,16,6
13/12/2021 11:53:16,40,70,78,30,50,63,7017,1998,419,82,10,4
13/12/2021 11:53:21,39,67,76,30,48,62,6954,1975,404,78,12,4
13/12/2021 11:53:26,39,65,75,30,48,62,6840,1950,393,74,14,4
13/12/2021 11:53:31,40,67,79,30,48,64,6879,1971,406,80,16,4
13/12/2021 11:53:36,40,67,80,30,48,64,6981,2013,404,80,18,4
13/12/2021 11:53:41,40,66,80,30,48,64,6942,1996,413,80,20,4
13/12/2021 11:53:46,40,66,80,30,48,64,6942,1996,413,80,20,4
13/12/2021 11:53:51,40,66,80,30,48,64,6942,1996,413,80,20,4
13/12/2021 11:53:56,42,67,77,31,48,63,7137,2053,401,68,14,4
13/12/2021 11:54:01,42,67,77,31,48,63,7137,2053,401,68,14,4
13/12/2021 11:54:06,42,67,77,31,48,63,7137,2053,401,68,14,4
13/12/2021 11:54:11,41,65,76,31,48,62,7074,2011,415,64,14,4
13/12/2021 11:54:16,41,65,76,31,48,62,7074,2011,415,64,14,4
13/12/2021 11:54:21,41,65,76,31,48,62,7074,2011,415,64,14,4
13/12/2021 11:54:26,42,66,76,31,48,62,7140,2028,417,64,14,4
13/12/2021 11:54:31,42,66,76,31,48,62,7140,2028,417,64,14,4
13/12/2021 11:54:36,42,66,76,31,48,62,7140,2028,417,64,14,4
13/12/2021 11:54:41,42,66,76,31,48,62,7263,2069,414,56,14,4
13/12/2021 11:54:46,42,66,76,31,48,62,7263,2069,414,56,14,4
13/12/2021 11:54:51,42,66,76,31,48,62,7263,2069,414,56,14,4
13/12/2021 11:54:56,43,66,77,31,48,63,7332,2102,427,52,16,4
13/12/2021 11:55:01,44,67,77,32,48,63,7542,2148,446,50,14,4
13/12/2021 11:55:06,45,69,77,32,49,63,7623,2167,444,50,12,4
13/12/2021 11:55:11,44,68,77,32,49,63,7617,2167,440,48,14,4
13/12/2021 11:55:16,44,68,78,32,49,63,7668,2180,453,48,16,6
13/12/2021 11:55:21,44,68,79,32,49,64,7758,2195,440,48,16,6
13/12/2021 11:55:26,43,69,80,31,49,64,7677,2174,442,56,18,6
13/12/2021 11:55:31,43,68,79,31,49,64,7569,2142,423,58,18,6
13/12/2021 11:55:36,45,69,85,32,49,67,7815,2226,435,64,24,8
13/12/2021 11:55:41,45,70,85,32,50,67,7770,2215,454,66,24,8
13/12/2021 11:55:46,45,70,84,32,50,66,7788,2211,454,68,22,8
13/12/2021 11:55:51,44,68,84,32,49,66,7599,2169,438,66,24,8
13/12/2021 11:55:56,45,69,86,32,49,67,7833,2221,444,66,26,10
13/12/2021 11:56:01,45,69,86,32,49,67,7833,2221,444,66,26,10
13/12/2021 11:56:06,45,69,86,32,49,67,7833,2221,444,66,26,10
13/12/2021 11:56:11,46,70,83,33,50,66,7953,2257,448,60,20,8
13/12/2021 11:56:16,46,70,83,33,50,66,7953,2257,448,60,20,8
