dt,PM1 (ug/m3),PM2.5(ug/m3),PM10(ug/m3),PM1 (ug/m3) atmos env,PM2.5(ug/m3) atmos env,PM10(ug/m3) atmos env,0.3um in 0.1L air,0.5um in 0.1L air,1.0um in 0.1L air,2.5um in 0.1L air,5um in 0.1L air,10um in 0.1L air
13/12/2021 15:39:37,52,87,107,34,57,75,8994,2622,581,92,30,12
13/12/2021 15:39:42,53,88,103,34,58,73,9099,2660,596,88,22,6
13/12/2021 15:39:47,53,88,103,34,58,73,9099,2660,596,88,22,6
13/12/2021 15:39:53,53,88,103,34,58,73,9099,2660,596,88,22,6
13/12/2021 15:39:58,54,87,100,35,57,72,9054,2658,590,78,20,4
13/12/2021 15:40:03,54,87,100,35,57,72,9054,2658,590,78,20,4
13/12/2021 15:40:08,54,87,100,35,57,72,9054,2658,590,78,20,4
13/12/2021 15:40:13,52,85,99,34,56,72,8931,2605,583,76,20,6
13/12/2021 15:40:18,52,85,99,34,56,72,8919,2586,574,80,18,6
13/12/2021 15:40:23,52,84,97,34,55,71,8934,2597,566,76,18,6
13/12/2021 15:40:28,52,85,96,34,56,71,9000,2610,563,76,14,6
13/12/2021 15:40:33,52,86,97,34,56,71,9090,2652,582,72,14,6
13/12/2021 15:40:38,52,87,101,34,57,72,8988,2629,595,84,18,6
13/12/2021 15:40:43,51,86,101,34,56,72,8976,2612,584,86,20,8
13/12/2021 15:40:48,52,85,99,34,56,72,9021,2638,586,82,18,6
13/12/2021 15:40:53,51,86,100,34,56,72,9054,2617,586,84,20,6
13/12/2021 15:40:58,51,85,100,34,56,72,9081,2607,571,86,20,6
13/12/2021 15:41:03,51,87,100,34,57,72,9195,2658,571,88,18,4
13/12/2021 15:41:08,51,87,101,34,57,72,9138,2658,577,88,20,4
13/12/2021 15:41:13,50,86,104,33,56,74,9054,2620,581,88,26,8
13/12/2021 15:41:18,50,86,104,33,56,74,9054,2620,581,88,26,8
13/12/2021 15:41:23,50,86,104,33,56,74,9054,2620,581,88,26,8
13/12/2021 15:41:28,50,84,100,33,55,72,8868,2582,584,78,24,6
13/12/2021 15:41:33,50,84,100,33,55,72,8868,2582,584,78,24,6
13/12/2021 15:41:38,50,84,100,33,55,72,8868,2582,584,78,24,6
13/12/2021 15:41:43,51,83,102,34,54,73,8853,2584,578,86,28,8
13/12/2021 15:41:48,51,83,102,34,54,73,8853,2584,578,86,28,8
13/12/2021 15:41:53,51,83,102,34,54,73,8853,2584,578,86,28,8
13/12/2021 15:41:58,50,81,95,33,53,70,8721,2541,542,74,22,8
13/12/2021 15:42:03,50,81,95,33,53,70,8721,2541,542,74,22,8
13/12/2021 15:42:08,51,82,96,34,54,71,8721,2541,542,74,22,8
13/12/2021 15:42:13,51,83,96,34,55,71,8664,2524,544,80,20,6
13/12/2021 15:42:18,51,83,96,34,55,71,8664,2524,544,80,20,6
13/12/2021 15:42:23,51,83,96,34,55,71,8664,2524,544,80,20,6
13/12/2021 15:42:28,51,85,99,34,56,72,8784,2558,552,82,20,6
13/12/2021 15:42:33,51,85,99,34,56,72,8784,2558,552,82,20,6
13/12/2021 15:42:38,51,85,99,34,56,72,8784,2558,552,82,20,6
13/12/2021 15:42:43,50,83,98,34,55,72,8670,2543,535,80,22,8
13/12/2021 15:42:48,53,86,105,35,57,75,8979,2640,558,88,28,12
13/12/2021 15:42:53,52,86,105,35,57,75,8994,2623,569,88,28,14
13/12/2021 15:42:58,53,85,105,35,56,75,9078,2625,550,86,30,16
13/12/2021 15:43:03,53,85,103,35,56,74,9084,2631,559,84,26,14
13/12/2021 15:43:08,53,85,105,35,56,75,9129,2635,556,86,28,16
13/12/2021 15:43:13,51,83,105,34,55,75,8991,2576,560,84,32,16
13/12/2021 15:43:18,53,84,108,35,55,76,9201,2631,566,90,36,16
13/12/2021 15:43:23,55,87,115,36,57,78,9492,2730,583,96,42,18
13/12/2021 15:43:28,54,85,114,35,56,78,9327,2689,566,98,42,20
13/12/2021 15:43:33,54,85,115,35,56,78,9417,2712,576,98,42,22
13/12/2021 15:43:38,53,84,111,35,55,77,9153,2650,555,98,40,18
13/12/2021 15:43:43,54,84,112,35,55,77,9195,2667,551,98,42,18
13/12/2021 15:43:48,54,84,112,35,55,77,9195,2667,551,98,42,18
13/12/2021 15:43:53,54,84,112,35,55,77,9195,2667,551,98,42,18
13/12/2021 15:43:58,54,85,110,35,56,76,9072,2660,558,96,38,16
13/12/2021 15:44:03,54,85,110,35,56,76,9072,2660,558,96,38,16
13/12/2021 15:44:08,54,85,110,35,56,76,9072,2660,558,96,38,16
13/12/2021 15:44:13,54,85,109,35,56,76,9099,2669,549,94,36,16
13/12/2021 15:44:18,54,85,109,35,56,76,9099,2669,549,94,36,16
13/12/2021 15:44:23,54,85,109,35,56,76,9099,2669,549,94,36,16
13/12/2021 15:44:28,55,85,107,36,56,75,9174,2682,535,90,34,14
13/12/2021 15:44:33,55,85,107,36,56,75,9174,2682,535,90,34,14
13/12/2021 15:44:38,55,85,107,36,56,75,9174,2682,535,90,34,14
13/12/2021 15:44:43,55,84,106,36,55,75,9090,2672,524,88,34,14
13/12/2021 15:44:48,55,84,106,36,55,75,9090,2672,524,88,34,14
13/12/2021 15:44:53,55,84,106,36,55,75,9090,2672,524,88,34,14
13/12/2021 15:44:58,54,83,103,35,55,74,9018,2653,516,80,30,14
13/12/2021 15:45:03,54,83,103,35,55,74,9018,2653,516,80,30,14
13/12/2021 15:45:08,54,83,103,35,55,74,9018,2653,516,80,30,14
13/12/2021 15:45:13,52,80,97,34,52,71,8772,2575,508,74,26,14
13/12/2021 15:45:18,52,80,97,34,52,71,8772,2575,508,74,26,14
13/12/2021 15:45:23,52,80,97,34,52,71,8772,2575,508,74,26,14
13/12/2021 15:45:28,53,80,100,34,52,72,8847,2592,519,80,32,12
13/12/2021 15:45:33,54,81,101,35,53,73,8847,2592,519,80,32,12
13/12/2021 15:45:38,54,81,101,35,53,73,8847,2592,519,80,32,12
13/12/2021 15:45:43,53,81,98,35,53,72,8769,2567,509,78,28,8
13/12/2021 15:45:48,53,81,98,35,53,72,8769,2567,509,78,28,8
13/12/2021 15:45:53,53,81,98,35,53,72,8769,2567,509,78,28,8
13/12/2021 15:45:58,52,80,97,35,53,72,8667,2523,511,74,26,10
13/12/2021 15:46:03,52,80,97,35,53,72,8667,2523,511,74,26,10
13/12/2021 15:46:08,52,80,97,35,53,72,8667,2523,511,74,26,10
13/12/2021 15:46:13,52,80,95,35,53,71,8610,2515,500,74,24,8
13/12/2021 15:46:18,52,80,95,35,53,71,8610,2515,500,74,24,8
13/12/2021 15:46:23,52,80,95,35,53,71,8610,2515,500,74,24,8
13/12/2021 15:46:28,53,80,96,35,53,71,8847,2549,491,74,26,8
13/12/2021 15:46:33,53,80,96,35,53,71,8847,2549,491,74,26,8
13/12/2021 15:46:38,53,80,96,35,53,71,8847,2549,491,74,26,8
13/12/2021 15:46:43,52,78,94,35,52,70,8865,2557,483,70,26,6
13/12/2021 15:46:48,52,78,94,35,52,70,8865,2557,483,70,26,6
13/12/2021 15:46:53,52,78,94,35,52,70,8865,2557,483,70,26,6
13/12/2021 15:46:58,52,79,99,35,53,72,8865,2555,495,78,32,10
13/12/2021 15:47:03,52,79,99,35,53,72,8865,2555,495,78,32,10
13/12/2021 15:47:08,52,79,99,35,53,72,8865,2555,495,78,32,10
13/12/2021 15:47:13,52,79,95,35,53,71,8853,2546,487,74,26,8
13/12/2021 15:47:18,52,79,95,35,53,71,8853,2546,487,74,26,8
13/12/2021 15:47:23,52,79,95,35,53,71,8853,2546,487,74,26,8
13/12/2021 15:47:28,52,78,94,35,52,70,8745,2510,489,72,26,8
13/12/2021 15:47:33,52,78,94,35,52,70,8745,2510,489,72,26,8
13/12/2021 15:47:38,52,78,94,35,52,70,8745,2510,489,72,26,8
13/12/2021 15:47:43,51,76,93,34,52,70,8727,2493,489,64,26,8
13/12/2021 15:47:48,51,76,93,34,52,70,8727,2493,489,64,26,8
13/12/2021 15:47:53,51,76,93,34,52,70,8727,2493,489,64,26,8
13/12/2021 15:47:58,51,79,94,34,53,70,8853,2523,501,67,22,10
13/12/2021 15:48:03,51,78,95,34,52,71,8910,2529,505,67,24,10
13/12/2021 15:48:08,51,78,94,34,52,70,8985,2535,503,67,24,10
13/12/2021 15:48:13,52,78,95,35,52,71,9024,2547,505,67,26,10
13/12/2021 15:48:18,51,80,98,34,53,72,8967,2556,548,67,26,12
13/12/2021 15:48:23,51,81,101,34,53,73,8886,2533,567,77,26,14
13/12/2021 15:48:28,51,83,102,34,55,73,8850,2537,576,83,26,10
13/12/2021 15:48:33,53,85,104,35,56,74,9042,2609,586,85,26,10
13/12/2021 15:48:38,50,86,104,34,56,73,9093,2635,605,95,28,10
13/12/2021 15:48:43,52,88,105,34,57,74,9237,2690,607,95,26,8
13/12/2021 15:48:48,52,87,101,34,57,72,9225,2692,603,84,24,6
13/12/2021 15:48:53,52,88,103,34,57,73,9162,2686,607,86,24,6
13/12/2021 15:48:58,54,93,107,35,61,76,9054,2670,626,86,22,4
13/12/2021 15:49:03,54,93,107,35,61,76,9054,2670,626,86,22,4
13/12/2021 15:49:08,54,93,107,35,61,76,9054,2670,626,86,22,4
13/12/2021 15:49:13,53,91,103,35,60,74,9054,2662,622,82,18,4
13/12/2021 15:49:18,53,91,103,35,60,74,9054,2662,622,82,18,4
13/12/2021 15:49:23,53,91,103,35,60,74,9054,2662,622,82,18,4
13/12/2021 15:49:28,53,88,100,34,58,72,9045,2657,577,82,18,2
13/12/2021 15:49:33,53,88,100,34,58,72,9045,2657,577,82,18,2
13/12/2021 15:49:38,53,88,100,34,58,72,9045,2657,577,82,18,2
13/12/2021 15:49:43,54,89,101,35,58,72,9216,2714,572,78,18,2
13/12/2021 15:49:48,54,87,95,35,57,70,9153,2695,553,68,12,2
13/12/2021 15:49:53,52,87,95,34,57,70,8973,2632,534,76,12,2
13/12/2021 15:49:58,53,87,93,34,57,69,9081,2649,517,72,10,2
13/12/2021 15:50:03,52,85,95,35,56,71,8784,2559,502,78,14,4
13/12/2021 15:50:08,52,82,92,35,54,70,8682,2542,464,72,14,4
13/12/2021 15:50:13,51,81,89,34,53,68,8595,2510,460,68,12,4
13/12/2021 15:50:18,51,80,90,34,53,69,8589,2482,449,70,16,4
13/12/2021 15:50:23,50,79,91,34,53,69,8475,2442,453,74,18,4
13/12/2021 15:50:28,49,80,92,34,53,70,8433,2434,479,78,18,4
13/12/2021 15:50:33,49,79,91,34,53,69,8325,2400,477,80,18,4
13/12/2021 15:50:38,48,80,94,33,53,70,8298,2400,496,84,22,4
13/12/2021 15:50:43,49,80,93,34,53,70,8439,2440,520,74,20,4
13/12/2021 15:50:48,49,80,93,34,53,70,8439,2440,520,74,20,4
13/12/2021 15:50:53,49,80,93,34,53,70,8439,2440,520,74,20,4
13/12/2021 15:50:58,49,80,98,34,53,72,8403,2438,528,78,28,6
13/12/2021 15:51:03,49,80,98,34,53,72,8403,2438,528,78,28,6
13/12/2021 15:51:08,49,80,98,34,53,72,8403,2438,528,78,28,6
13/12/2021 15:51:13,51,81,96,34,53,71,8598,2499,536,72,24,4
13/12/2021 15:51:18,51,81,96,34,53,71,8598,2499,536,72,24,4
13/12/2021 15:51:23,51,81,96,34,53,71,8598,2499,536,72,24,4
13/12/2021 15:51:28,51,83,100,34,55,73,8562,2491,568,78,28,4
13/12/2021 15:51:33,51,83,100,34,55,73,8562,2491,568,78,28,4
13/12/2021 15:51:38,51,83,100,34,55,73,8562,2491,568,78,28,4
13/12/2021 15:51:43,51,82,99,34,54,72,8706,2536,574,78,28,4
13/12/2021 15:51:48,51,82,99,34,54,72,8706,2536,574,78,28,4
13/12/2021 15:51:53,51,82,99,34,54,72,8706,2536,574,78,28,4
13/12/2021 15:51:58,51,84,102,34,55,73,8769,2576,581,86,30,4
13/12/2021 15:52:03,52,86,104,35,56,74,8769,2576,581,86,30,4
13/12/2021 15:52:08,52,86,104,35,56,74,8769,2576,581,86,30,4
13/12/2021 15:52:13,52,88,109,35,57,76,8838,2599,602,94,34,8
13/12/2021 15:52:18,51,86,107,34,56,75,8838,2599,602,94,34,8
13/12/2021 15:52:23,51,86,107,34,56,75,8838,2599,602,94,34,8
13/12/2021 15:52:28,51,86,109,34,56,75,8919,2614,606,94,36,12
13/12/2021 15:52:33,51,86,109,34,56,75,8919,2614,606,94,36,12
13/12/2021 15:52:38,51,86,109,34,56,75,8919,2614,606,94,36,12
13/12/2021 15:52:43,51,85,107,34,56,75,8925,2614,596,88,34,10
13/12/2021 15:52:48,51,85,107,34,56,75,8925,2614,596,88,34,10
13/12/2021 15:52:53,51,85,107,34,56,75,8925,2614,596,88,34,10
13/12/2021 15:52:58,51,84,103,34,55,73,8937,2610,585,78,30,10
13/12/2021 15:53:03,51,84,103,34,55,73,8937,2610,585,78,30,10
13/12/2021 15:53:08,51,84,103,34,55,73,8937,2610,585,78,30,10
13/12/2021 15:53:13,52,84,104,35,55,74,8892,2589,580,76,32,10
13/12/2021 15:53:18,52,84,104,35,55,74,8892,2589,580,76,32,10
13/12/2021 15:53:23,52,84,104,35,55,74,8892,2589,580,76,32,10
13/12/2021 15:53:28,52,84,101,35,55,73,9006,2605,580,72,26,8
13/12/2021 15:53:34,51,84,102,34,55,73,8964,2584,563,80,28,10
13/12/2021 15:53:39,51,84,98,34,55,72,8937,2569,559,74,22,10
13/12/2021 15:53:44,49,86,101,33,57,72,8925,2560,568,91,22,10
13/12/2021 15:53:49,49,84,95,33,56,71,8901,2541,549,79,16,10
13/12/2021 15:53:54,49,83,94,33,55,70,8979,2560,547,71,16,10
13/12/2021 15:53:59,48,81,90,33,54,69,8904,2524,540,69,14,6
13/12/2021 15:54:04,50,87,97,34,58,72,9018,2537,569,73,16,8
13/12/2021 15:54:09,50,89,101,34,59,74,9051,2537,571,87,18,8
13/12/2021 15:54:14,51,90,106,34,60,76,9171,2579,576,101,24,8
13/12/2021 15:54:19,50,89,104,34,59,74,8955,2529,579,101,24,10
13/12/2021 15:54:24,52,92,107,35,61,75,9231,2609,607,99,24,8
13/12/2021 15:54:29,52,93,111,35,61,77,9270,2611,613,105,28,10
13/12/2021 15:54:34,52,90,108,35,59,76,9333,2641,607,90,28,10
13/12/2021 15:54:39,52,90,108,35,59,76,9333,2641,607,90,28,10
13/12/2021 15:54:44,52,89,108,35,59,76,9276,2629,603,88,30,10
13/12/2021 15:54:49,52,89,107,35,59,75,9129,2585,595,94,28,8
13/12/2021 15:54:54,53,92,109,35,61,76,9261,2633,602,98,26,8
13/12/2021 15:54:59,53,88,107,35,58,75,9192,2616,569,96,28,6
13/12/2021 15:55:04,53,88,107,35,58,75,9330,2660,574,88,28,6
13/12/2021 15:55:09,53,90,105,35,59,75,9324,2662,574,80,22,8
13/12/2021 15:55:14,54,89,105,35,59,75,9393,2689,580,74,22,8
13/12/2021 15:55:19,51,86,103,34,57,74,9090,2594,555,76,24,10
13/12/2021 15:55:24,52,84,99,35,55,72,9129,2594,532,74,22,8
13/12/2021 15:55:29,51,83,100,34,55,73,9039,2564,525,78,24,10
13/12/2021 15:55:34,52,86,103,35,57,74,9126,2597,548,90,24,10
13/12/2021 15:55:39,52,86,104,35,57,74,9144,2603,550,88,26,12
13/12/2021 15:55:44,51,85,104,34,56,74,9081,2599,541,88,28,12
13/12/2021 15:55:49,51,86,104,34,57,74,9009,2592,560,90,26,12
13/12/2021 15:55:54,51,86,104,34,57,74,9009,2592,560,90,26,12
13/12/2021 15:55:59,51,85,103,34,56,74,9024,2581,547,86,26,14
13/12/2021 15:56:04,51,85,103,34,56,74,9024,2581,547,86,26,14
13/12/2021 15:56:09,51,85,103,34,56,74,9024,2581,547,86,26,14
13/12/2021 15:56:14,50,83,100,34,55,73,8910,2543,534,84,24,12
13/12/2021 15:56:19,50,83,100,34,55,73,8910,2543,534,84,24,12
13/12/2021 15:56:24,50,83,100,34,55,73,8910,2543,534,84,24,12
13/12/2021 15:56:29,51,83,98,34,55,72,8928,2552,517,84,22,10
13/12/2021 15:56:34,51,83,98,34,55,72,8928,2552,517,84,22,10
13/12/2021 15:56:39,51,83,98,34,55,72,8928,2552,517,84,22,10
13/12/2021 15:56:44,51,84,98,34,55,72,8979,2571,525,84,20,8
13/12/2021 15:56:49,51,84,98,34,55,72,8979,2571,525,84,20,8
13/12/2021 15:56:54,51,84,98,34,55,72,8979,2571,525,84,20,8
13/12/2021 15:56:59,50,82,96,34,54,71,8793,2525,521,80,20,8
13/12/2021 15:57:04,50,81,94,33,54,69,8883,2568,534,76,20,6
13/12/2021 15:57:09,50,81,94,33,54,69,8892,2564,532,74,20,6
13/12/2021 15:57:14,51,82,90,34,54,68,8988,2610,523,64,14,2
13/12/2021 15:57:19,51,81,91,34,54,68,8955,2595,530,62,16,2
13/12/2021 15:57:24,54,85,94,35,56,71,9033,2619,523,60,16,2
13/12/2021 15:57:29,53,86,94,35,57,71,8823,2584,531,68,14,0
13/12/2021 15:57:34,53,85,95,35,56,71,8898,2594,525,68,16,2
13/12/2021 15:57:39,51,86,97,34,57,72,8988,2613,533,78,18,2
13/12/2021 15:57:44,52,85,95,35,56,71,8919,2594,529,70,16,2
13/12/2021 15:57:49,53,87,99,35,57,72,9072,2642,550,74,18,4
13/12/2021 15:57:54,52,87,98,35,57,72,8991,2608,550,78,16,4
13/12/2021 15:57:59,53,88,98,35,58,72,9111,2659,556,76,14,4
13/12/2021 15:58:04,53,88,98,35,58,72,9111,2659,556,76,14,4
13/12/2021 15:58:09,53,88,98,35,58,72,9111,2659,556,76,14,4
13/12/2021 15:58:14,52,87,97,34,57,71,9042,2630,535,80,14,4
13/12/2021 15:58:19,52,88,96,34,58,71,9132,2651,541,78,10,4
13/12/2021 15:58:24,51,87,96,34,57,71,9048,2608,541,84,10,4
13/12/2021 15:58:29,51,86,97,34,56,71,9030,2603,543,82,14,4
13/12/2021 15:58:34,51,87,96,34,57,71,8973,2608,564,82,12,2
13/12/2021 15:58:39,49,87,98,33,57,71,8820,2555,577,88,16,6
13/12/2021 15:58:44,49,87,100,33,57,72,8865,2565,585,90,20,6
13/12/2021 15:58:49,49,85,96,33,56,71,8883,2555,561,86,16,4
13/12/2021 15:58:54,49,84,96,33,55,71,8889,2561,550,82,18,6
13/12/2021 15:58:59,48,80,97,33,53,71,8736,2516,537,84,24,10
13/12/2021 15:59:04,49,82,98,33,54,71,8931,2556,560,82,24,10
13/12/2021 15:59:09,49,81,97,33,54,71,8829,2523,541,88,24,10
13/12/2021 15:59:14,49,81,96,33,54,71,8715,2517,550,84,24,10
13/12/2021 15:59:19,50,84,99,34,55,73,8751,2526,563,84,24,10
13/12/2021 15:59:24,50,84,99,34,55,73,8751,2526,563,84,24,10
13/12/2021 15:59:29,50,84,102,34,55,74,8823,2543,559,86,28,12
13/12/2021 15:59:34,50,83,101,34,55,73,8823,2543,559,86,28,12
13/12/2021 15:59:39,50,83,101,34,55,73,8823,2543,559,86,28,12
13/12/2021 15:59:44,51,81,98,34,53,72,8880,2564,538,74,26,10
13/12/2021 15:59:49,51,82,99,34,54,72,8961,2607,553,76,26,10
13/12/2021 15:59:54,52,84,101,34,55,72,9090,2668,568,80,26,10
13/12/2021 15:59:59,53,85,102,34,56,73,9159,2696,564,84,26,8
13/12/2021 16:00:04,53,86,98,34,56,71,9210,2709,566,80,20,4
13/12/2021 16:00:09,53,87,101,35,57,73,8982,2671,569,88,22,6
13/12/2021 16:00:14,53,88,102,35,58,73,8964,2683,580,84,22,6
13/12/2021 16:00:19,55,90,103,36,59,74,9243,2751,582,82,22,6
13/12/2021 16:00:24,56,90,107,37,59,75,9258,2755,576,84,26,10
13/12/2021 16:00:29,55,89,105,36,59,75,9243,2748,554,86,24,8
13/12/2021 16:00:34,57,92,105,37,61,75,9384,2807,571,84,20,6
13/12/2021 16:00:39,56,93,106,37,61,75,9366,2794,575,88,20,8
13/12/2021 16:00:44,55,90,104,36,59,74,9162,2714,558,84,22,10
13/12/2021 16:00:49,54,89,105,35,59,75,9093,2676,564,88,24,12
13/12/2021 16:00:54,54,89,108,35,59,76,9195,2687,554,94,28,14
13/12/2021 16:00:59,53,87,106,34,57,74,9309,2689,545,90,28,14
13/12/2021 16:01:04,53,87,106,34,57,74,9309,2689,545,90,28,14
13/12/2021 16:01:09,53,87,106,34,57,74,9309,2689,545,90,28,14
13/12/2021 16:01:14,54,85,105,35,56,75,9240,2651,538,86,28,14
13/12/2021 16:01:19,54,85,105,35,56,75,9240,2651,538,86,28,14
13/12/2021 16:01:24,54,85,105,35,56,75,9240,2651,538,86,28,14
13/12/2021 16:01:29,54,85,104,35,56,74,9153,2630,523,86,28,14
13/12/2021 16:01:34,54,85,104,35,56,74,9153,2630,523,86,28,14
13/12/2021 16:01:39,54,85,104,35,56,74,9153,2630,523,86,28,14
13/12/2021 16:01:44,53,83,97,35,55,72,9063,2586,493,80,20,10
13/12/2021 16:01:49,52,83,96,35,55,71,9051,2552,496,76,18,10
13/12/2021 16:01:54,52,83,97,35,55,72,8949,2520,509,78,18,10
13/12/2021 16:01:59,51,82,93,34,54,70,8859,2497,499,72,14,8
13/12/2021 16:02:04,51,85,95,34,56,71,9006,2537,527,76,12,6
13/12/2021 16:02:09,50,83,91,34,55,69,8814,2488,504,70,10,6
13/12/2021 16:02:14,50,82,88,34,54,68,8679,2473,504,62,6,4
13/12/2021 16:02:19,49,82,86,34,54,67,8610,2458,500,58,4,2
13/12/2021 16:02:24,51,84,89,34,55,68,8775,2520,511,58,6,4
13/12/2021 16:02:29,51,84,90,34,55,69,8874,2530,524,60,8,4
13/12/2021 16:02:34,52,88,96,35,58,71,9216,2618,552,66,12,4
13/12/2021 16:02:39,52,89,97,35,59,72,9108,2623,575,64,12,4
13/12/2021 16:02:44,51,86,94,34,57,70,8925,2564,534,64,12,4
13/12/2021 16:02:49,51,86,94,34,57,70,8925,2564,534,64,12,4
13/12/2021 16:02:54,51,86,94,34,57,70,8925,2564,534,64,12,4
13/12/2021 16:02:59,51,84,93,34,55,70,8925,2560,517,62,14,6
13/12/2021 16:03:04,51,84,93,34,55,70,8925,2560,517,62,14,6
13/12/2021 16:03:09,51,84,93,34,55,70,8925,2560,517,62,14,6
13/12/2021 16:03:14,51,80,91,34,53,69,8721,2511,477,56,16,8
13/12/2021 16:03:19,51,80,91,34,53,69,8721,2511,477,56,16,8
13/12/2021 16:03:24,51,80,91,34,53,69,8721,2511,477,56,16,8
13/12/2021 16:03:29,52,80,92,35,53,70,8892,2553,494,52,18,8
13/12/2021 16:03:34,52,80,92,35,53,70,8892,2553,494,52,18,8
13/12/2021 16:03:39,52,80,92,35,53,70,8892,2553,494,52,18,8
13/12/2021 16:03:44,52,79,92,35,53,70,8874,2540,496,50,20,10
13/12/2021 16:03:49,52,79,92,35,53,70,8874,2540,496,50,20,10
13/12/2021 16:03:54,52,79,92,35,53,70,8874,2540,496,50,20,10
13/12/2021 16:03:59,54,79,92,35,53,70,8943,2589,500,50,20,10
13/12/2021 16:04:04,53,79,92,35,53,70,8934,2584,498,56,20,8
13/12/2021 16:04:09,54,83,94,35,55,70,9006,2622,508,64,18,8
13/12/2021 16:04:14,54,80,89,35,53,68,8811,2591,482,56,14,8
13/12/2021 16:04:19,54,80,90,35,53,69,8838,2603,480,58,14,8
13/12/2021 16:04:24,54,83,92,35,55,70,8976,2639,514,60,14,8
13/12/2021 16:04:29,54,84,92,35,55,70,8994,2645,514,62,12,6
13/12/2021 16:04:34,55,85,95,36,56,71,9057,2660,537,68,14,6
13/12/2021 16:04:39,55,88,94,36,58,70,9153,2692,556,66,10,4
13/12/2021 16:04:44,54,89,95,35,59,71,9153,2686,571,68,10,2
13/12/2021 16:04:49,54,89,96,35,59,71,9141,2661,580,68,10,2
13/12/2021 16:04:54,52,88,93,34,58,69,9021,2636,580,64,8,2
13/12/2021 16:04:59,51,84,88,34,55,67,8784,2558,565,52,6,2
13/12/2021 16:05:04,51,84,88,34,55,67,8784,2558,565,52,6,2
13/12/2021 16:05:09,52,85,89,35,56,68,8784,2558,565,52,6,2
13/12/2021 16:05:14,51,85,90,34,56,69,8763,2558,586,54,8,2
13/12/2021 16:05:19,51,85,90,34,56,69,8763,2558,586,54,8,2
13/12/2021 16:05:24,51,85,90,34,56,69,8763,2558,586,54,8,2
13/12/2021 16:05:29,51,83,88,34,55,68,8712,2518,552,52,8,2
13/12/2021 16:05:34,51,83,89,34,55,68,8814,2535,548,54,10,2
13/12/2021 16:05:39,52,83,89,35,55,68,8847,2537,556,54,10,2
13/12/2021 16:05:44,52,87,91,35,57,69,8994,2581,581,64,6,0
13/12/2021 16:05:49,52,87,94,35,57,70,8931,2564,571,76,12,2
13/12/2021 16:05:54,53,87,95,35,57,71,9057,2606,558,76,14,4
13/12/2021 16:05:59,53,85,93,35,56,70,8904,2568,530,76,14,4
13/12/2021 16:06:04,53,84,95,35,55,71,8982,2579,517,78,18,4
13/12/2021 16:06:09,53,86,99,35,57,72,9054,2604,528,86,22,6
13/12/2021 16:06:14,54,86,100,35,57,73,9054,2606,522,88,22,6
13/12/2021 16:06:19,54,88,105,35,58,75,9099,2646,554,94,26,8
13/12/2021 16:06:24,54,87,103,35,57,74,9087,2638,533,92,24,8
13/12/2021 16:06:29,53,87,102,34,57,73,9081,2632,533,92,24,8
13/12/2021 16:06:34,53,87,102,34,57,73,9081,2632,533,92,24,8
13/12/2021 16:06:39,53,87,102,34,57,73,9081,2632,533,92,24,8
13/12/2021 16:06:44,53,84,100,34,55,72,8985,2611,540,80,26,8
13/12/2021 16:06:49,54,85,101,35,56,73,8985,2611,540,80,26,8
13/12/2021 16:06:54,54,85,101,35,56,73,8985,2611,540,80,26,8
13/12/2021 16:06:59,54,85,100,35,56,73,9093,2619,544,74,24,6
13/12/2021 16:07:04,54,85,100,35,56,73,9093,2619,544,74,24,6
13/12/2021 16:07:09,54,85,100,35,56,73,9093,2619,544,74,24,6
13/12/2021 16:07:14,53,85,97,35,56,72,9036,2606,553,72,20,4
13/12/2021 16:07:19,53,85,97,35,56,72,9036,2606,553,72,20,4
13/12/2021 16:07:24,53,85,97,35,56,72,9036,2606,553,72,20,4
13/12/2021 16:07:30,54,85,100,35,56,73,9093,2620,553,74,24,6
13/12/2021 16:07:35,52,84,96,35,55,71,8844,2548,547,74,20,6
13/12/2021 16:07:40,51,82,95,34,54,71,8709,2521,532,74,20,4
13/12/2021 16:07:45,50,81,92,34,53,70,8532,2455,526,74,18,4
13/12/2021 16:07:50,50,80,89,34,53,68,8481,2436,511,70,14,2
13/12/2021 16:07:55,49,77,87,33,52,67,8424,2431,530,66,16,2
13/12/2021 16:08:00,48,76,87,33,51,67,8316,2388,530,70,18,2
13/12/2021 16:08:05,47,75,85,32,51,66,8220,2359,504,70,16,2
13/12/2021 16:08:10,48,76,85,33,51,66,8277,2402,500,70,12,2
13/12/2021 16:08:15,48,80,89,33,53,69,8163,2369,497,76,14,2
13/12/2021 16:08:20,48,81,89,33,53,69,8214,2386,512,76,12,0
13/12/2021 16:08:25,50,83,92,34,54,70,8577,2487,535,76,14,0
13/12/2021 16:08:30,51,84,94,34,55,70,8754,2527,554,74,16,2
13/12/2021 16:08:35,51,84,94,34,55,70,8754,2527,554,74,16,2
13/12/2021 16:08:40,51,84,94,34,55,70,8754,2527,554,74,16,2
13/12/2021 16:08:45,51,84,95,34,55,71,8805,2538,554,74,16,2
13/12/2021 16:08:50,52,84,96,35,55,71,8925,2574,564,72,18,2
13/12/2021 16:08:55,51,84,94,34,55,70,8868,2570,536,74,16,2
13/12/2021 16:09:00,53,87,96,35,57,71,9129,2661,553,74,14,2
13/12/2021 16:09:05,54,90,102,35,59,73,9225,2709,574,82,20,4
13/12/2021 16:09:10,54,90,106,35,59,75,9123,2698,576,92,26,6
